seed,model,variant,condition,n,positives,prevalence,average_precision,roc_auc,brier,positive_brier,negative_brier,log_loss,ece_15,mean_probability,accuracy_at_half,frozen_threshold,frozen_alerts,frozen_alert_rate,frozen_tp,frozen_fp,frozen_precision,frozen_recall
17,char_balanced,calibrated,positive_paraphrase,40000,200,0.005,0.8652547229493792,0.9984763819095478,0.0038750240180388416,0.7749894902774347,7.695140871148161e-08,0.019057893773300527,0.004135859680798572,0.0008641403192014276,0.995475,0.0017526484907256193,380,0.0095,173,207,0.45526315789473687,0.865
17,char_balanced,raw,benign_context,40000,200,0.005,0.8388755068813498,0.9979648241206031,0.0773740340741311,2.2314998240661166e-05,0.07776273618004009,0.35987524611128036,0.08216407779460184,0.08716407779460185,0.92075,0.07977789502454033,3562,0.08905,200,3362,0.05614823133071308,1.0
17,char_balanced,calibrated,benign_context,40000,200,0.005,0.8388755068813498,0.9979648241206031,0.07923094688923735,1.3391659700420123e-10,0.07962909235031937,0.7589613337420315,0.0792629155692549,0.08426291556925489,0.92075,0.0017526484907256193,3562,0.08905,200,3362,0.05614823133071308,1.0
17,char_balanced,raw,combined,40000,200,0.005,0.029596215817562617,0.9189522613065326,0.08016752412714519,0.5587203256010593,0.07776273618004009,0.36784597470288205,0.08337201872471763,0.08367571696510295,0.916825,0.07977789502454033,3535,0.088375,173,3362,0.04893917963224894,0.865
17,char_balanced,calibrated,combined,40000,200,0.005,0.029596215817562617,0.9189522613065326,0.08310589433995494,0.7749894902774347,0.07962909235031937,0.7779948621143862,0.0833769297396838,0.08010282475838679,0.916225,0.0017526484907256193,3535,0.088375,173,3362,0.04893917963224894,0.865
29,word_balanced,raw,id,40000,200,0.005,1.0,1.0,0.00011491971967261398,2.8558848301091684e-05,0.00011535369390061159,0.004701479747700071,0.004639365725247043,0.009587590551657902,1.0,0.0806089154166042,386,0.00965,200,186,0.5181347150259067,1.0
29,word_balanced,calibrated,id,40000,200,0.005,1.0,1.0,2.3705078028269157e-07,2.4399383180724416e-10,2.3824076413420346e-07,3.5722361622353625e-05,3.560309843625191e-05,0.005035467899679121,1.0,0.001743320624336305,386,0.00965,200,186,0.5181347150259067,1.0
29,word_balanced,raw,positive_paraphrase,40000,200,0.005,0.8245253570942207,0.9982434673366833,0.002906629011378489,0.558370417189476,0.00011535369390061159,0.012511914084871512,0.005491441294754064,0.005994886773881806,0.995925,0.0806089154166042,361,0.009025,175,186,0.48476454293628807,0.875
29,word_balanced,calibrated,positive_paraphrase,40000,200,0.005,0.8245253570942207,0.9982434673366833,0.003976694351591467,0.7952914604062307,2.3824076413420346e-07,0.018576654133211867,0.004307435112887918,0.0006925648871120823,0.9954,0.001743320624336305,361,0.009025,175,186,0.48476454293628807,0.875
29,word_balanced,raw,benign_context,40000,200,0.005,0.039504457753748494,0.9453244974874373,0.07754252648424213,2.8558848301091684e-05,0.07793204390954837,0.4351325777847636,0.08198795065005016,0.08698795065005015,0.9219,0.0806089154166042,3494,0.08735,200,3294,0.057240984544934176,1.0
